Unit ID,Recommendation,Make,Model,Year,Total_Miles,Total_Revenue,Total_Repair_Cost,Repair_CPM,Net_Exit_Gain,Projected_Net_Value_10Wks,Ownership,Monthly_Payment,Payoff_Balance,Estimated_Market_Value
Truck 0874,"SELL (Low Use, High Value)",Freightliner,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0988,"SELL (Low Use, High Value)",freightliner,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0455,"SELL (Low Use, High Value)",Freightliner,TT,2007,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0108,INSPECT (Review),freightliner,TT,2018,3787.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0802,"SELL (Low Use, High Value)",INTERNATIONAL,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0220,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2017,0.0,0.0,0.0,0.0,25000.0,0.0,Owner Operator Owned,0.0,0.0,25000.0
SPOT-Truck 0036,KEEP (Profitable),Freightliner,Cascadia,2022,26804.0,64500.0,17691.63,0.6600369347858529,79900.0,36633.369999999995,Operating lease,4070.0,0.0,79900.0
SPOT-Truck 0348,KEEP (Profitable),VOLVO,VNL760,2024,26570.0,85800.0,9573.04,0.3602950696273994,57900.0,64153.20999999999,Operating lease,4829.5,0.0,57900.0
SPOT-Truck 0061,KEEP (Profitable),VOLVO,VNL760,2024,32816.0,74000.0,4560.86,0.1389828132618235,57900.0,57365.39,Operating lease,4829.5,0.0,57900.0
Truck 0671,"SELL (Low Use, High Value)",Freightliner,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0548,"SELL (Low Use, High Value)",Freightliner,TT,2021,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0613,INSPECT (Review),freightliner,TT,2021,25537.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0120,KEEP (Profitable),Peterbilt,579,2022,22763.0,67750.0,14154.56,0.6218231340332996,79500.0,45765.44,Financed,3132.0,0.0,79500.0
Truck 1073,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2016,0.0,0.0,0.0,0.0,22500.0,0.0,Owner Operator Owned,0.0,0.0,22500.0
Truck 0626,"SELL (Low Use, High Value)",INTERNATIONAL,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0472,INSPECT (Cost No Miles),Freightliner,Cascadia,2025,0.0,20800.0,2064.1099999999997,0.0,57900.0,-13539.885000000002,Operating lease,4590.31,0.0,57900.0
Truck 0620,INSPECT (Review),Freightliner,TT,2016,23917.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0103,KEEP (Profitable),VOLVO,VNL760,2024,32813.0,78000.0,6783.249999999999,0.20672446896047295,57900.0,59143.0,Operating lease,4829.5,0.0,57900.0
Truck 1074,"SELL (Low Use, High Value)",volvo,TR,2014,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0367,"SELL (Low Use, High Value)",Freightliner,Cascadia,2018,0.0,0.0,0.0,0.0,38900.0,0.0,Owner Operator Owned,0.0,0.0,38900.0
Truck 1077,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2014,0.0,0.0,0.0,0.0,16450.0,0.0,Owner Operator Owned,0.0,0.0,16450.0
Truck 1059,"SELL (Low Use, High Value)",freightliner,TT,2014,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1078,"SELL (Low Use, High Value)",Freightliner,TR,2024,0.0,0.0,0.0,0.0,57900.0,-9000.0,Rental,3600.0,0.0,57900.0
Truck 1080,"SELL (Low Use, High Value)",freightliner,TT,2001,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1023,"SELL (Low Use, High Value)",freightliner,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1000,"SELL (Low Use, High Value)",freightliner,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1081,"SELL (Low Use, High Value)",freightliner,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1082,"SELL (Low Use, High Value)",volvo,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0996,"SELL (Low Use, High Value)",Peterbilt,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1021,"SELL (Low Use, High Value)",Volvo,VNL,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0187,KEEP (Profitable),Freightliner,Cascadia,2024,36930.0,48900.0,17121.12,0.4636100731112916,139900.0,20565.555000000008,Operating lease,4485.33,0.0,139900.0
SPOT-Truck 0627,"SELL (Low Use, High Value)",Peterbilt,579,2025,587.0,20800.0,0.0,0.0,110000.0,11862.5,Lease Purchase,3575.0,25000.0,135000.0
Truck 0859,"SELL (Low Use, High Value)",freightliner,TT,2014,10.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0780,"SELL (Low Use, High Value)",FRHT,Cascadia,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1084,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2016,0.0,0.0,0.0,0.0,22500.0,0.0,Owner Operator Owned,0.0,0.0,22500.0
Truck 1085,"SELL (Low Use, High Value)",INTERNATIONAL,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0860,"SELL (Low Use, High Value)",VOLVO,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1087,"SELL (Low Use, High Value)",VOLVO,780,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0752,INSPECT (Review),freightliner,TT,2020,5806.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0586,"SELL (Low Use, High Value)",International,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0167,KEEP (Profitable),Freightliner,Cascadia,2021,27854.0,62950.0,17895.64,0.6424800746750915,66750.0,39201.86,Financed,2341.0,0.0,66750.0
SPOT-Truck 0138,SELL (High Maint),Peterbilt,579,2022,30234.0,47100.0,46179.170000000006,1.5273920089964943,79500.0,-5859.1700000000055,Financed,2712.0,0.0,79500.0
Truck 0911,"SELL (Low Use, High Value)",Freightliner,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1032,"SELL (Low Use, High Value)",volvo,TR,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0273,"SELL (Low Use, High Value)",Freightliner,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1088,"SELL (Low Use, High Value)",Freightliner,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1030,"SELL (Low Use, High Value)",VOLVO,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1008,"SELL (Low Use, High Value)",Peterbilt,TT,2009,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1089,"SELL (Low Use, High Value)",Freightliner,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0564,"SELL (Low Use, High Value)",Freightliner,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0145,"SELL (Low Use, High Value)",FRHT,CASCADIA,2023,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0822,"SELL (Low Use, High Value)",KENWORTH,T-680,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0513,"SELL (Low Use, High Value)",PETERBILT,TR,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0420,"SELL (Low Use, High Value)",VOLVO,-,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0490,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2019,0.0,0.0,0.0,0.0,47225.0,0.0,Owner Operator Owned,0.0,0.0,47225.0
Truck 0544,"SELL (Low Use, High Value)",Freightliner,TR,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0500,"SELL (Low Use, High Value)",INTERNATIONAL,-,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0150,"SELL (Low Use, High Value)",Kenworth,T680,2014,0.0,0.0,0.0,0.0,28947.5,0.0,Owner Operator Owned,0.0,0.0,28947.5
Truck 0469,INSPECT (Review),Kenworth,CONSTRUCTION,2020,14798.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0153,"SELL (Low Use, High Value)",KENWORTH,CONSTRUCTION,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0076,KEEP (Profitable),Freightliner,Cascadia,2022,31901.0,50750.0,1547.96,0.048523870725055644,79900.0,39027.04,Operating lease,4070.0,0.0,79900.0
Truck 0947,"SELL (Low Use, High Value)",Freightliner,Cascadia,2025,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0853,"SELL (Low Use, High Value)",Freightliner,TR,2007,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0234,"SELL (Low Use, High Value)",Peterbilt,579,2022,0.0,4000.0,0.0,0.0,79399.0,-9745.0,Lease Purchase,3898.0,101.0,79500.0
Truck 0335,"SELL (Low Use, High Value)",Freightliner,Cascadia,2016,0.0,0.0,0.0,0.0,22500.0,0.0,Owner Operator Owned,0.0,0.0,22500.0
Truck 0251,"SELL (Low Use, High Value)",Freightliner,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0250,KEEP (Profitable),Freightliner,Cascadia,2024,9955.0,32500.0,1772.21,0.17802209944751382,139900.0,20421.915,Operating lease,4122.35,0.0,139900.0
Truck 0293,"SELL (Low Use, High Value)",VOLVO,-,2007,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0201,KEEP (Profitable),Peterbilt,579,2022,28528.0,56900.0,21719.14,0.7613271172181716,79500.0,28547.635000000002,Financed,2653.29,0.0,79500.0
Truck 0347,"SELL (Low Use, High Value)",Freightliner,Coronado,2006,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0594,"SELL (Low Use, High Value)",INTERNATIONAL,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0495,"SELL (Low Use, High Value)",INTERNATIONAL,TR,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0563,"SELL (Low Use, High Value)",KENWORTH,TT,2024,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0283,INSPECT (Review),KENWORTH,TT,2020,36072.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0687,INSPECT (Review),VOLVO,VN,2014,6315.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0785,"SELL (Low Use, High Value)",Freightliner,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0324,"SELL (Low Use, High Value)",PETERBILT,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0796,INSPECT (Review),freightliner,TT,2018,2272.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0828,"SELL (Low Use, High Value)",PETERBILT,579,2015,0.0,0.0,0.0,0.0,29900.0,0.0,Owner Operator Owned,0.0,0.0,29900.0
Truck 0288,"SELL (Low Use, High Value)",INTERNATIONAL,Prostar,2016,0.0,0.0,0.0,0.0,24700.0,0.0,Owner Operator Owned,0.0,0.0,24700.0
Truck 0246,"SELL (Low Use, High Value)",FRHT,Cascadia 126,2021,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1002,"SELL (Low Use, High Value)",PETERBILT,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0744,"SELL (Low Use, High Value)",FRHT,TT,2010,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1096,"SELL (Low Use, High Value)",Freightliner,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0641,INSPECT (Review),freightliner,TT,2018,4911.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0929,"SELL (Low Use, High Value)",Peterbilt,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0496,"SELL (Low Use, High Value)",Freightliner,TT,2012,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0640,"SELL (Low Use, High Value)",International,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0745,"SELL (Low Use, High Value)",Freightliner,TR,2020,0.0,0.0,0.0,0.0,57900.0,-9320.0,Rental,3728.0,0.0,57900.0
Truck 1097,"SELL (Low Use, High Value)",Freightliner,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1098,"SELL (Low Use, High Value)",Freightliner,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 1076,"SELL (Low Use, High Value)",Freightliner,Cascadia,2022,0.0,4400.0,0.0,0.0,79900.0,-9320.0,Rental,3728.0,0.0,79900.0
Truck 0672,"SELL (Low Use, High Value)",Freightliner,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0658,"SELL (Low Use, High Value)",KENWORTH,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1100,"SELL (Low Use, High Value)",KENWORTH,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0718,INSPECT (Review),International,TT,2019,10626.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0849,"SELL (Low Use, High Value)",Freightliner,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1102,"SELL (Low Use, High Value)",-,-,0,0.0,0.0,0.0,0.0,57900.0,0.0,FMV lease,0.0,0.0,57900.0
Truck 1103,"SELL (Low Use, High Value)",Freightliner,Con,2012,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0390,"SELL (Low Use, High Value)",Freightliner,Cascadia,2022,0.0,3900.0,0.0,0.0,79900.0,-9320.0,Rental,3728.0,0.0,79900.0
Truck 0574,"SELL (Low Use, High Value)",VOLVO,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0498,"SELL (Low Use, High Value)",INTERNATIONAL,TR,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0902,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2018,0.0,0.0,0.0,0.0,38900.0,0.0,Owner Operator Owned,0.0,0.0,38900.0
Truck 0916,"SELL (Low Use, High Value)",VOLVO,VNL 64780,2023,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0876,"SELL (Low Use, High Value)",Freightliner,TT,2021,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0956,"SELL (Low Use, High Value)",Freightliner,TT,2000,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0605,"SELL (Low Use, High Value)",INTERNATIONAL,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0883,"SELL (Low Use, High Value)",KENWORTH,TT,2021,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0240,"SELL (Low Use, High Value)",VOLVO,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0512,"SELL (Low Use, High Value)",VOLVO,TT,2006,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0588,"SELL (Low Use, High Value)",Freightliner,Cascadia,2016,0.0,0.0,0.0,0.0,22500.0,0.0,Owner Operator Owned,0.0,0.0,22500.0
Truck 0059,"SELL (Low Use, High Value)",Freightliner,Cascadia,2019,0.0,0.0,0.0,0.0,47225.0,0.0,Owner Operator Owned,0.0,0.0,47225.0
Truck 0699,"SELL (Low Use, High Value)",VOLVO,TT,2015,0.0,1300.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0611,"SELL (Low Use, High Value)",PETERBILT,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0654,"SELL (Low Use, High Value)",KENWORTH,T680,2021,0.0,0.0,0.0,0.0,58950.0,0.0,Owner Operator Owned,0.0,0.0,58950.0
Truck 0721,"SELL (Low Use, High Value)",Freightliner,TT,2004,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0871,"SELL (Low Use, High Value)",KENWORTH,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0464,"SELL (Low Use, High Value)",Volvo,TK,2012,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0858,"SELL (Low Use, High Value)",FRHT,CASCADIA,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1105,"SELL (Low Use, High Value)",Kenworth,-,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0570,"SELL (Low Use, High Value)",KENWORTH,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0419,"SELL (Low Use, High Value)",INTERNATIONAL,-,2007,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0907,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2014,0.0,0.0,0.0,0.0,16450.0,0.0,Owner Operator Owned,0.0,0.0,16450.0
Truck 0506,"SELL (Low Use, High Value)",KENWORTH,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0896,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2017,0.0,0.0,0.0,0.0,25000.0,0.0,Owner Operator Owned,0.0,0.0,25000.0
Truck 0927,"SELL (Low Use, High Value)",PETERBILT,TT,1994,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0600,"SELL (Low Use, High Value)",Freightliner,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1106,"SELL (Low Use, High Value)",Freightliner,TT,2014,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0898,"SELL (Low Use, High Value)",Freightliner,TT,2014,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0884,"SELL (Low Use, High Value)",VOLVO,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0495,"SELL (Low Use, High Value)",Frt,,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0523,"SELL (Low Use, High Value)",International,LT625,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0540,"SELL (Low Use, High Value)",PETERBILT,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0771,"SELL (Low Use, High Value)",Freightliner,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0700,"SELL (Low Use, High Value)",PETERBILT,579,2017,0.0,0.0,0.0,0.0,34950.0,0.0,Owner Operator Owned,0.0,0.0,34950.0
Truck 0869,"SELL (Low Use, High Value)",Kenworth,T680,2020,0.0,0.0,0.0,0.0,49900.0,0.0,Owner Operator Owned,0.0,0.0,49900.0
SPOT-Truck 0029,"SELL (Low Use, High Value)",International,LT625,2020,0.0,5750.0,0.0,0.0,57900.0,-5955.0,Rental,2382.0,0.0,57900.0
Truck 0848,"SELL (Low Use, High Value)",Freightliner,TT,2012,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0861,"SELL (Low Use, High Value)",PTRB,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0111,"SELL (Low Use, High Value)",Kenworth,-,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1107,"SELL (Low Use, High Value)",Peterbilt,TR,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0783,"SELL (Low Use, High Value)",Freightliner,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0521,"SELL (Low Use, High Value)",Peterbilt,579,2019,0.0,0.0,0.0,0.0,45000.0,0.0,Owner Operator Owned,0.0,0.0,45000.0
Truck 0847,"SELL (Low Use, High Value)",KENWORTH,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0474,"SELL (Low Use, High Value)",International,Cummings,2022,0.0,0.0,0.0,0.0,57900.0,-9836.375,FMV lease,3934.55,0.0,57900.0
Truck 0816,"SELL (Low Use, High Value)",VOLVO,TT,2008,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0682,"SELL (Low Use, High Value)",PETERBILT,TR,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0479,"SELL (Low Use, High Value)",test,test,0,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 1075,"SELL (Low Use, High Value)",KENWORTH,T680,1995,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0351,"SELL (Low Use, High Value)",VOLVO,-,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0572,"SELL (Low Use, High Value)",INTERNATIONAL,TR,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0488,"SELL (Low Use, High Value)",Freightliner,-,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0169,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2019,0.0,0.0,0.0,0.0,47225.0,0.0,Owner Operator Owned,0.0,0.0,47225.0
Truck 0784,"SELL (Low Use, High Value)",Freightliner,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0762,"SELL (Low Use, High Value)",PETERBILT,TR,2021,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1027,"SELL (Low Use, High Value)",freightliner,TT,2009,1059.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0486,KEEP (Profitable),Freightliner,Cascadia,2025,33290.0,20800.0,398.33,0.011965455091619105,57900.0,8925.894999999997,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0393,KEEP (Profitable),Freightliner,Cascadia,2023,41173.0,32500.0,5039.65,0.12240181672455248,98900.0,18619.350000000006,Financed,3536.4,0.0,98900.0
Truck 0255,"SELL (Low Use, High Value)",Freightliner,TT,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0923,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2016,0.0,0.0,0.0,0.0,22500.0,0.0,Owner Operator Owned,0.0,0.0,22500.0
Truck 0622,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2019,0.0,0.0,0.0,0.0,47225.0,0.0,Owner Operator Owned,0.0,0.0,47225.0
Truck 0295,"SELL (Low Use, High Value)",Freightliner,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0422,"SELL (Low Use, High Value)",Freightliner,TT,2014,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0297,"SELL (Low Use, High Value)",Freightliner,TR,2023,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0092,"SELL (Low Use, High Value)",Freightliner,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0692,"SELL (Low Use, High Value)",Freightliner,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0517,INSPECT (Review),Freightliner,TR,2016,18133.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
