Unit ID,Recommendation,Make,Model,Year,Total_Miles,Total_Revenue,Total_Repair_Cost,Repair_CPM,Net_Exit_Gain,Projected_Net_Value_10Wks,Ownership,Monthly_Payment,Payoff_Balance,Estimated_Market_Value
Truck 0084,"SELL (Low Use, High Value)",Freightliner,CASCADIA,2019,0.0,0.0,0.0,0.0,47225.0,0.0,Owner Operator Owned,0.0,0.0,47225.0
Truck 0139,"SELL (Low Use, High Value)",Freightliner,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0291,KEEP (Profitable),Freightliner,Cascadia,2024,30083.0,69600.0,4200.81,0.13964066083834725,139900.0,54566.315,Operating lease,4333.15,0.0,139900.0
SPOT-Truck 0353,KEEP (Profitable),Freightliner,Cascadia,2023,34941.0,37100.0,519.78,0.014875933716836954,98900.0,27739.22,Financed,3536.4,0.0,98900.0
Truck 0165,INSPECT (Review),Freightliner,Cascadia,2019,31686.0,0.0,0.0,0.0,47225.0,0.0,Owner Operator Owned,0.0,0.0,47225.0
SPOT-Truck 0831,"SELL (Low Use, High Value)",Freightliner,Cascadia,2021,0.0,8050.0,0.0,0.0,66750.0,-9320.0,Rental,3728.0,0.0,66750.0
Truck 0987,"SELL (Low Use, High Value)",volvo,VNL,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0263,"SELL (Low Use, High Value)",VOLVO,TT,2017,1084.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1099,"SELL (Low Use, High Value)",Peterbilt,TT,2005,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0005,KEEP (Profitable),Freightliner,Cascadia,2021,27550.0,71500.0,16941.28,0.6149284936479128,66649.0,47031.22,Lease Purchase,3011.0,101.0,66750.0
SPOT-Truck 0196,KEEP (Profitable),Freightliner,Cascadia,2024,35509.0,55900.0,5754.62,0.16206088597257032,139900.0,39547.255,Operating lease,4239.25,0.0,139900.0
SPOT-Truck 0214,KEEP (Profitable),Freightliner,Cascadia,2024,30671.0,65500.0,2849.81,0.09291545759838284,139900.0,51436.865000000005,Operating lease,4485.33,0.0,139900.0
SPOT-Truck 0037,KEEP (Profitable),Peterbilt,579,2022,35541.0,61550.0,23885.62,0.6720581863200248,79500.0,31253.755000000005,Financed,2564.25,0.0,79500.0
Truck 0660,"SELL (Low Use, High Value)",freightliner,TT,2007,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0633,"SELL (Low Use, High Value)",VOLVO,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0041,KEEP (Profitable),Kenworth,T680,2024,29154.0,90650.0,11561.130000000001,0.39655381765795433,142938.5,69393.87,Financed,3878.0,0.0,142938.5
SPOT-Truck 0047,KEEP (Profitable),VOLVO,VNL760,2024,25075.0,73700.0,4722.25,0.18832502492522432,57900.0,56904.0,Operating lease,4829.5,0.0,57900.0
Truck 1013,"SELL (Low Use, High Value)",freightliner,TT,2021,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0511,INSPECT (Cost No Miles),Freightliner,Cascadia,2025,0.0,19500.0,509.94,0.0,57900.0,-11985.715000000002,Operating lease,4590.31,0.0,57900.0
Truck 0984,"SELL (Low Use, High Value)",Freightliner,Cascadia,2018,0.0,0.0,0.0,0.0,38900.0,0.0,Owner operator owned,0.0,0.0,38900.0
Truck 1026,"SELL (Low Use, High Value)",freightliner,TT,2020,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0460,"SELL (Low Use, High Value)",Kenworth,TT,2017,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0669,INSPECT (Review),International,TR,2020,27418.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0115,SELL (High Maint),Peterbilt,579,2022,9642.0,71500.0,20231.51,2.0982690313213026,79500.0,43225.990000000005,Financed,3217.0,0.0,79500.0
Truck 0499,INSPECT (Review),International,TT,2019,30015.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0024,KEEP (Profitable),Freightliner,Cascadia,2024,33521.0,81750.0,12805.53,0.38201515467915637,139900.0,58115.17,Operating lease,4331.72,0.0,139900.0
SPOT-Truck 0134,SELL (High Maint),Peterbilt,579,2022,13387.0,63200.0,41463.96,3.0973302457608125,79500.0,11360.94,Lease Purchase,4150.04,0.0,79500.0
Truck 0119,"SELL (Low Use, High Value)",Kenworth,TT,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 1111,"SELL (Low Use, High Value)",freightliner,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0444,INSPECT (Review),Freightliner,Cascadia,2018,31621.0,0.0,0.0,0.0,38900.0,0.0,Owner operator owned,0.0,0.0,38900.0
Truck 0018,INSPECT (Review),Freightliner,Cascadia,2016,20704.0,0.0,0.0,0.0,22500.0,0.0,Owner Operator Owned,0.0,0.0,22500.0
Truck 1011,"SELL (Low Use, High Value)",freightliner,Cascadia 125,2018,0.0,0.0,0.0,0.0,38900.0,0.0,Owner operator owned,0.0,0.0,38900.0
Truck 0365,INSPECT (Review),Freightliner,Freightliner CO,2016,13618.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0063,KEEP (Profitable),Peterbilt,579,2022,32316.0,62500.0,7645.95,0.2365995172669885,79499.0,47986.55,Financed,2747.0,1.0,79500.0
SPOT-Truck 0387,KEEP (Profitable),Freightliner,Cascadia,2025,28634.0,31200.0,1032.5700000000002,0.03606097646154921,32900.0,21229.93,Lease Purchase,3575.0,25000.0,57900.0
Truck 0412,"SELL (Low Use, High Value)",VOLVO,VN,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0674,"SELL (Low Use, High Value)",KENWORTH,TT,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0918,"SELL (Low Use, High Value)",Freightliner,Cascadia,2018,0.0,12600.0,0.0,0.0,38900.0,-4872.5,Rental,1949.0,0.0,38900.0
Truck 1072,"SELL (Low Use, High Value)",freightliner,TT,1999,0.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
Truck 0360,"SELL (Low Use, High Value)",Freightliner,TT,2016,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0108,INSPECT (Review),FRHT,Cascadia 126,2018,3787.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0624,INSPECT (Review),PETERBILT,TT,2018,26016.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0298,KEEP (Profitable),Kenworth,T680,2025,32047.0,62400.0,4904.8099999999995,0.1530505195494118,169899.0,47757.615000000005,Lease Purchase,3895.03,1.0,169900.0
SPOT-Truck 0001,KEEP (Profitable),Peterbilt,579,2022,22472.0,57700.0,14121.279999999999,0.6283944464222143,79399.0,35458.72000000001,Lease Purchase,3248.0,101.0,79500.0
SPOT-Truck 0225,KEEP (Profitable),Kenworth,T680,2025,29865.0,37700.0,1157.48,0.03875707349740499,169900.0,28555.019999999997,Lease Purchase,3195.0,0.0,169900.0
SPOT-Truck 0440,KEEP (Profitable),Peterbilt,579,2025,30767.0,33800.0,1577.15,0.051261091429128616,135000.0,21650.35,Operating lease,4229.0,0.0,135000.0
SPOT-Truck 0161,KEEP (Profitable),Peterbilt,579,2024,12862.0,90800.0,8050.6,0.6259213186129685,169894.0,73564.4,Lease Purchase,3674.0,101.0,169995.0
SPOT-Truck 0421,KEEP (Profitable),Freightliner,Cascadia,2025,33024.0,28300.0,3063.27,0.09275890261627907,32900.0,16299.23,Lease Purchase,3575.0,25000.0,57900.0
SPOT-Truck 0278,KEEP (Profitable),VOLVO,VNL860,2025,23773.0,28600.0,6862.2,0.2886551970723089,57900.0,13497.799999999996,Financed,3296.0,0.0,57900.0
SPOT-Truck 0172,INSPECT (Cost No Miles),Freightliner,Cascadia,2024,0.0,21100.0,1386.94,0.0,139900.0,-9474.615,Financed,3235.07,0.0,139900.0
Truck 0400,INSPECT (Review),Kenworth,CONSTRUCTION,2019,28708.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0157,KEEP (Profitable),Peterbilt,579,2022,32595.0,73700.0,14022.5,0.43020401902132227,79399.0,51182.5,Lease Purchase,3398.0,101.0,79500.0
SPOT-Truck 0808,"SELL (Low Use, High Value)",Freightliner,Cascadia,2020,0.0,1300.0,0.0,0.0,54900.0,-9320.0,Rental,3728.0,0.0,54900.0
SPOT-Truck 1001,"SELL (Low Use, High Value)",Kenworth,T680,2023,0.0,2300.0,0.0,0.0,94950.0,0.0,Rental,0.0,0.0,94950.0
Truck 0865,INSPECT (Review),kenworth,TT,2018,5847.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0522,KEEP (Profitable),Peterbilt,579,2025,31439.0,26100.0,434.99,0.01383599987276949,135000.0,16447.51,Operating lease,3687.0,0.0,135000.0
SPOT-Truck 0243,KEEP (Profitable),Freightliner,Cascadia,2024,35091.0,87100.0,7521.589999999999,0.21434527371690745,139900.0,69272.535,Operating lease,4122.35,0.0,139900.0
SPOT-Truck 0659,"SELL (Low Use, High Value)",Freightliner,Cascadia,2023,0.0,7200.0,0.0,0.0,98900.0,-9290.0,Rental,3716.0,0.0,98900.0
Truck 0705,INSPECT (Review),VOLVO,TT,2012,26572.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0443,KEEP (Profitable),Freightliner,Cascadia,2025,32490.0,31200.0,2871.2,0.08837180670975685,32900.0,19391.3,Lease Purchase,3575.0,25000.0,57900.0
SPOT-Truck 0064,KEEP (Profitable),Freightliner,Cascadia,2023,26430.0,76600.0,3857.96,0.14596897465001893,98900.0,62567.03999999999,Operating lease,4070.0,0.0,98900.0
SPOT-Truck 0215,KEEP (Profitable),Kenworth,T680,2025,30451.0,35100.0,3420.95,0.11234278020426258,169900.0,23691.55,Lease Purchase,3195.0,0.0,169900.0
SPOT-Truck 0364,INSPECT (Cost No Miles),Peterbilt,579,2025,0.0,33800.0,3047.16,0.0,135000.0,-13619.66,Operating lease,4229.0,0.0,135000.0
SPOT-Truck 0526,KEEP (Profitable),Freightliner,Cascadia,2025,28128.0,22100.0,320.31,0.011387585324232083,57900.0,10303.914999999997,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0315,INSPECT (Cost No Miles),Kenworth,T680,2024,0.0,42900.0,5337.360000000001,0.0,142938.5,-13574.86,Lease Purchase,3295.0,0.0,142938.5
Truck 0729,INSPECT (Review),freightliner,TT,2017,4531.0,0.0,0.0,0.0,57900.0,0.0,Owner operator owned,0.0,0.0,57900.0
SPOT-Truck 0178,KEEP (Profitable),Kenworth,T680,2025,29928.0,42900.0,4415.83,0.1475484496124031,169900.0,30246.67,Lease Purchase,3295.0,0.0,169900.0
Truck 0345,INSPECT (Review),Freightliner,Cascadia,2020,31241.0,0.0,0.0,0.0,54900.0,0.0,Owner Operator Owned,0.0,0.0,54900.0
Truck 0087,"SELL (Low Use, High Value)",Freightliner,TT,1999,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0554,"SELL (Low Use, High Value)",KENWORTH,TR,2019,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0101,"SELL (Low Use, High Value)",Peterbilt,-,2009,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0441,"SELL (Low Use, High Value)",Freightliner,TR,2015,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0270,"SELL (Low Use, High Value)",PETERBILT,TT,2022,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
Truck 0006,"SELL (Low Use, High Value)",PETERBILT,Commercial,2018,0.0,0.0,0.0,0.0,57900.0,0.0,Owner Operator Owned,0.0,0.0,57900.0
SPOT-Truck 0719,KEEP (Profitable),Peterbilt,579,2025,38108.0,18200.0,0.0,0.0,110000.0,9262.5,Lease Purchase,3575.0,25000.0,135000.0
SPOT-Truck 0537,INSPECT (Cost No Miles),VOLVO,VNL860,2026,0.0,2600.0,1288.95,0.0,57900.0,-10670.825,Financed,3752.75,0.0,57900.0
SPOT-Truck 0545,INSPECT (Cost No Miles),VOLVO,VNL860,2026,0.0,2600.0,245.0,0.0,57900.0,-9626.875,Financed,3752.75,0.0,57900.0
SPOT-Truck 0724,"SELL (Low Use, High Value)",Freightliner,Cascadia,2026,0.0,5200.0,0.0,0.0,57900.0,-11475.775000000001,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0727,INSPECT (Review),Freightliner,Cascadia,2026,14928.0,2600.0,0.0,0.0,57900.0,-8875.775000000001,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0727,INSPECT (Review),Freightliner,Cascadia,2026,14928.0,2600.0,0.0,0.0,57900.0,-8875.775000000001,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0708,INSPECT (Review),Freightliner,Cascadia,2026,13685.0,5200.0,0.0,0.0,57900.0,-6275.7750000000015,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0708,INSPECT (Review),Freightliner,Cascadia,2026,13685.0,5200.0,0.0,0.0,57900.0,-6275.7750000000015,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0730,"SELL (Low Use, High Value)",Freightliner,Cascadia,2026,472.0,0.0,0.0,0.0,57900.0,-11475.775000000001,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 1052,"SELL (Low Use, High Value)",Peterbilt,579,2023,1539.0,0.0,0.0,0.0,89900.0,-6238.55,Financed,2495.42,0.0,89900.0
SPOT-Truck 0731,"SELL (Low Use, High Value)",Freightliner,Cascadia,2026,0.0,3900.0,0.0,0.0,57900.0,-11475.775000000001,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 0547,INSPECT (Cost No Miles),Freightliner,Cascadia,2026,0.0,3900.0,185.0,0.0,57900.0,-11660.775000000001,Operating lease,4590.31,0.0,57900.0
SPOT-Truck 1054,"SELL (Low Use, High Value)",Peterbilt,579,2023,1602.0,0.0,0.0,0.0,89900.0,-6141.224999999999,Financed,2456.49,0.0,89900.0
SPOT-Truck 1122,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1123,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1124,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1125,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1126,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1056,"SELL (Low Use, High Value)",Peterbilt,579,2026,578.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1127,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1128,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1129,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
SPOT-Truck 1130,"SELL (Low Use, High Value)",Peterbilt,579,2026,0.0,0.0,0.0,0.0,57900.0,-11275.0,Operating lease,4510.0,0.0,57900.0
